unemployed,ANYWORK,education_level,latino,race,home_food_costs,outside_food_costs,housing_status,LIVQTR,owe_backrent,owe_backmortgage,expect_eviction,income_bracket,expect_foreclosure,use_credit_cards,weight
2,2,4,1,2,150.0,25.0,3,6,1,77,2,4,77,1,204.64892199
1,2,4,1,2,192.0,8.0,3,6,1,77,1,1,77,1,145.67257955
1,1,6,1,1,400.0,80.0,2,3,77,1,77,8,3,1,87.829654772
2,2,7,1,1,200.0,30.0,1,2,77,77,77,8,77,1,80.389594947
1,1,6,1,2,250.0,100.0,2,3,77,1,77,7,3,1,108.61604004
2,1,4,1,2,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,81.006254031
1,1,7,1,2,400.0,200.0,2,3,77,46,77,6,77,1,95.65147396
2,1,7,1,1,200.0,25.0,2,6,77,1,77,7,3,1,54.069355693
2,2,7,1,1,100.0,0.0,1,5,77,77,77,1,77,1,52.742529497
2,1,7,2,1,150.0,40.0,2,3,77,1,77,7,3,1,78.319906896
2,1,7,1,1,70.0,0.0,2,3,77,1,77,6,3,1,52.742529497
2,2,4,1,2,145.16426054805726,0.0,2,2,77,1,77,5,3,1,183.87281211
1,1,7,1,1,200.0,60.0,1,3,77,77,77,8,77,1,56.538982314
2,1,3,1,1,186.50878955549945,80.75489671399761,1,2,77,77,77,5,77,1,260.89250226
2,2,6,1,1,75.0,230.0,2,9,77,1,77,7,3,1,56.538982314
1,2,6,1,1,440.0,0.0,1,4,77,77,77,5,77,1,52.742529497
2,1,7,1,1,200.0,150.0,2,2,77,1,77,8,3,1,55.157586462
1,1,6,1,2,75.0,0.0,1,3,77,77,77,5,77,1,133.76810475
1,1,7,1,1,250.0,70.0,2,3,77,1,77,8,3,1,54.069355693
2,1,7,1,1,60.0,20.0,3,7,1,77,2,5,77,1,167.5928172
2,1,7,1,2,200.0,50.0,2,2,77,1,77,6,3,1,95.65147396
1,1,6,1,2,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,133.76810475
1,1,4,1,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,170.35479102
2,1,7,1,1,65.0,75.0,3,9,1,77,2,4,77,1,38.315729854
1,2,6,1,2,50.0,10.0,3,9,1,77,2,4,77,1,3259.0008729
2,2,7,1,1,60.0,30.0,1,3,77,77,77,8,77,1,344.20609157
2,2,7,1,1,70.0,30.0,1,3,77,77,77,7,77,1,56.538982314
1,1,4,1,1,40.0,10.0,3,2,1,77,3,7,77,1,88.60840646
2,1,6,1,1,150.0,0.0,2,8,77,1,77,7,3,1,52.742529497
2,1,7,1,1,300.0,300.0,3,9,1,77,2,6,77,1,93.047593504
2,1,7,1,3,200.0,75.0,2,9,77,1,77,7,2,1,151.716277
2,1,7,1,1,140.0,100.0,2,3,77,1,77,8,3,1,150.17999935
2,1,4,1,2,170.0,50.0,1,3,77,77,77,5,77,1,209.71633423
2,1,7,1,1,0.0,400.0,1,5,77,77,77,6,77,1,80.389594947
2,1,7,1,1,100.0,0.0,2,3,77,1,77,8,3,1,51.796716957
2,2,6,1,1,350.0,0.0,3,9,1,77,2,6,77,1,57.77454569
2,2,7,1,1,80.0,0.0,3,9,1,77,2,5,77,1,56.538982314
1,1,6,1,1,100.0,60.0,3,9,1,77,2,8,77,1,93.047593504
2,1,7,1,1,300.0,100.0,2,9,77,1,77,8,2,1,93.047593504
1,1,6,1,2,900.0,300.0,2,2,77,1,77,6,3,1,133.76810475
2,1,7,1,1,150.0,200.0,2,8,77,1,77,6,3,1,40.414232465
2,2,4,1,2,58.0,12.0,3,6,1,77,2,1,77,1,204.64892199
2,2,7,1,1,200.0,0.0,1,2,77,77,77,6,77,1,80.389594947
2,1,7,1,1,120.0,200.0,2,2,77,1,77,8,3,1,150.17999935
1,1,3,2,4,300.0,300.0,3,2,1,77,3,2,77,1,453.9405908
2,1,7,1,1,200.0,150.0,3,5,1,77,2,6,77,1,1582.777125
2,1,7,2,1,200.0,35.0,3,8,1,77,3,6,77,1,751.18473471
1,2,6,1,1,200.0,50.0,2,3,77,1,77,7,3,1,57.77454569
2,1,7,1,1,120.0,50.0,2,3,77,1,77,4,3,1,52.742529497
2,1,7,1,1,150.0,0.0,2,9,77,1,77,7,2,1,57.77454569
1,1,4,1,2,220.0,0.0,3,5,1,77,2,1,77,1,256.78216107
2,1,4,1,2,186.50878955549945,80.75489671399761,1,2,77,77,77,5,77,1,256.78216107
2,1,6,1,1,125.0,30.0,3,9,1,77,2,7,77,1,55.806555255
2,1,6,1,1,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,87.829654772
1,2,4,2,1,186.50878955549945,80.75489671399761,1,2,77,77,77,5,77,1,119.25440459
2,1,7,1,2,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,107.8796218
2,2,7,1,1,300.0,0.0,1,2,77,77,77,8,77,1,80.389594947
1,2,4,1,3,200.0,100.0,2,3,77,1,77,6,3,1,518.90574753
2,1,6,1,1,100.0,200.0,2,3,77,1,77,8,3,1,1330.0659025
2,1,7,1,1,300.0,125.0,3,3,1,77,3,8,77,1,51.796716957
1,1,6,1,4,275.0,300.0,3,2,1,77,3,4,77,1,109.52223174
1,2,7,1,2,150.0,100.0,2,5,77,1,77,6,3,1,95.65147396
1,2,3,1,2,249.0,200.0,1,2,77,77,77,6,77,1,496.83719384
2,2,6,1,1,100.0,200.0,2,3,77,1,77,8,3,1,51.796716957
2,1,7,1,1,150.0,0.0,2,9,77,1,77,8,2,1,87.829654772
1,1,6,1,1,186.50878955549945,80.75489671399761,2,2,77,1,77,5,3,1,56.538982314
2,1,7,1,1,186.50878955549945,80.75489671399761,1,3,77,77,77,5,77,1,150.17999935
2,1,4,1,2,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,81.006254031
2,1,7,1,1,175.0,75.0,2,3,77,1,77,7,3,1,87.829654772
2,1,7,1,1,200.0,50.0,1,8,77,77,77,6,77,1,52.742529497
2,2,7,1,1,200.0,35.0,2,7,77,1,77,6,3,1,56.538982314
2,2,7,1,2,80.0,35.0,4,2,77,77,77,4,77,1,74.386360892
1,2,7,1,1,120.0,50.0,3,9,2,77,3,3,77,1,56.538982314
1,1,7,1,1,80.0,10.0,2,3,77,1,77,6,3,1,55.806555255
1,1,7,1,3,100.0,140.0,2,5,77,1,77,7,3,1,181.68687756
2,2,7,1,1,100.0,55.0,1,9,77,77,77,4,77,1,80.389594947
1,2,5,1,4,100.0,20.0,3,9,1,77,2,1,77,1,234.07046623
2,1,6,1,2,175.0,120.0,2,3,77,2,77,7,4,1,133.76810475
2,2,6,1,1,300.0,100.0,1,3,77,77,77,7,77,1,55.157586462
1,1,4,1,2,100.0,100.0,2,3,77,2,77,4,2,1,174.83785779
2,1,7,1,1,100.0,20.0,3,9,1,77,2,6,77,1,93.047593504
2,1,7,1,2,70.0,30.0,3,4,1,77,3,8,77,1,122.21400107
2,2,7,1,1,300.0,0.0,1,4,77,77,77,5,77,1,80.389594947
2,2,7,1,1,15.0,15.0,1,3,77,77,77,8,77,1,80.389594947
2,1,7,2,1,74.0,33.0,2,4,77,1,77,6,3,1,79.416093158
1,2,5,1,2,186.50878955549945,80.75489671399761,1,2,77,77,77,5,77,1,256.78216107
2,2,6,1,1,150.0,175.0,2,3,77,1,77,8,3,1,316.45732394
1,1,6,1,1,100.0,20.0,2,7,77,1,77,5,3,1,51.796716957
2,1,6,2,1,80.0,100.0,3,9,2,77,4,5,77,1,78.319906896
2,1,4,1,2,100.0,50.0,1,5,77,77,77,5,77,1,232.13375704
1,2,4,1,2,186.50878955549945,80.75489671399761,1,2,77,77,77,5,77,1,252.89593777
1,1,4,1,2,186.50878955549945,80.75489671399761,1,3,77,77,77,5,77,1,145.67257955
1,2,4,1,4,150.0,50.0,3,9,1,77,2,6,77,1,332.6386948
2,1,7,1,1,150.0,10.0,2,8,77,1,77,6,3,1,150.17999935
2,1,6,1,1,100.0,100.0,3,7,1,77,2,4,77,1,55.157586462
2,1,5,1,2,100.0,40.0,1,4,77,77,77,5,77,1,145.67257955
2,2,6,1,1,125.0,125.0,2,3,77,1,77,8,3,1,56.538982314
1,2,7,1,1,150.0,120.0,2,3,77,1,77,8,3,1,93.047593504
2,2,7,1,1,200.0,100.0,1,9,77,77,77,7,77,1,56.538982314
2,2,7,1,1,85.0,50.0,1,3,77,77,77,2,77,1,1507.6880808
2,1,6,1,1,200.0,120.0,3,4,1,77,3,2,77,1,367.63137764
1,1,7,1,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,56.538982314
2,2,7,1,1,150.0,100.0,1,3,77,77,77,6,77,1,56.538982314
1,2,7,1,2,200.0,0.0,2,3,77,1,77,3,3,1,133.03419262
2,2,3,1,2,55.0,0.0,3,6,1,77,2,1,77,1,721.08245031
2,2,6,1,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,80.389594947
2,1,6,2,1,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,78.319906896
1,1,7,2,1,150.0,60.0,1,3,77,77,77,8,77,1,64.227511174
2,1,6,1,1,200.0,500.0,2,3,77,1,77,8,3,1,150.17999935
2,1,7,1,1,500.0,200.0,2,2,77,1,77,6,3,1,87.829654772
2,1,6,1,1,100.0,100.0,3,8,1,77,3,6,77,1,68.094076165
2,2,6,1,1,200.0,75.0,3,9,1,77,2,4,77,1,548.47588005
2,1,4,1,2,160.0,20.0,3,3,1,77,3,4,77,1,145.67257955
2,1,7,1,1,150.0,0.0,2,3,77,1,77,7,3,1,51.796716957
1,2,1,2,3,186.50878955549945,80.75489671399761,1,2,77,77,77,5,77,1,420.19404469
2,2,7,1,4,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,88.575754397
2,1,6,1,1,50.0,50.0,2,2,77,1,77,4,3,1,80.389594947
1,2,6,1,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,54.069355693
2,2,7,1,2,75.0,60.0,3,6,1,77,2,1,77,1,79.743425153
1,2,3,1,2,0.0,0.0,3,3,1,77,3,1,77,1,604.05659887
1,1,7,1,1,250.0,45.0,2,3,77,1,77,5,3,1,57.77454569
2,1,6,1,1,300.0,80.0,3,3,1,77,3,3,77,1,68.094076165
2,2,6,1,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,52.742529497
2,2,7,2,1,350.0,25.0,3,9,1,77,2,3,77,1,2153.4868181
1,1,3,1,1,600.0,0.0,2,2,77,1,77,8,3,1,634.43110783
2,1,4,1,2,100.0,100.0,3,9,1,77,2,4,77,1,1415.4972097
1,2,3,1,2,186.50878955549945,80.75489671399761,1,2,77,77,77,5,77,1,496.83719384
2,1,6,1,2,100.0,40.0,2,3,77,1,77,4,3,1,133.76810475
2,2,7,1,1,275.0,125.0,3,9,1,77,2,8,77,1,80.389594947
1,1,6,1,2,100.0,80.0,2,7,77,1,77,6,3,1,108.61604004
2,1,4,1,1,100.0,50.0,2,9,77,1,77,7,2,1,88.60840646
2,2,6,1,2,50.0,30.0,1,2,77,77,77,7,77,1,79.743425153
2,2,6,1,1,175.0,50.0,1,2,77,77,77,8,77,1,80.389594947
1,1,6,1,1,250.0,100.0,3,8,1,77,2,8,77,1,54.069355693
1,2,4,1,2,172.0,46.0,3,7,2,77,3,2,77,1,204.64892199
1,1,6,1,3,300.0,50.0,3,8,1,77,2,4,77,1,138.63335259
2,1,7,1,3,200.0,150.0,1,3,77,77,77,8,77,1,151.716277
2,1,7,1,1,300.0,75.0,2,2,77,1,77,8,3,1,52.742529497
2,1,7,1,1,100.0,100.0,3,9,1,77,2,7,77,1,167.5928172
2,2,7,1,1,100.0,0.0,2,9,77,1,77,6,3,1,56.538982314
1,1,7,1,2,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,133.76810475
1,1,6,1,1,0.0,100.0,3,9,1,77,2,4,77,1,3169.4720413
2,2,4,2,2,300.0,400.0,1,2,77,77,77,2,77,1,109.47102796
2,1,7,1,1,150.0,30.0,2,9,77,1,77,8,2,1,150.17999935
2,1,7,1,1,100.0,0.0,2,2,77,1,77,8,3,1,55.806555255
2,1,4,1,2,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,209.71633423
1,1,6,1,1,186.50878955549945,80.75489671399761,1,3,77,77,77,5,77,1,40.414232465
2,1,6,1,1,400.0,50.0,2,3,77,1,77,5,3,1,54.069355693
2,2,7,1,2,400.0,150.0,2,2,77,1,77,6,3,1,133.03419262
1,1,6,1,1,100.0,0.0,2,9,77,1,77,6,3,1,52.742529497
2,1,7,1,3,100.0,20.0,3,7,1,77,2,4,77,1,392.83401812
1,2,7,1,2,300.0,100.0,1,2,77,77,77,5,77,1,107.8796218
1,1,4,1,4,189.0,40.0,3,7,2,77,2,3,77,1,234.07046623
1,1,7,1,1,300.0,0.0,2,2,77,1,77,7,3,1,52.742529497
1,1,7,1,1,202.60735023411002,98.56117755957307,2,3,77,1,77,8,3,1,1456.1555499
2,1,6,1,3,114.0,24.0,3,2,2,77,4,4,77,1,151.716277
2,1,4,1,2,138.99304231506525,0.0,3,8,1,77,3,3,77,1,81.006254031
2,1,7,1,2,300.0,200.0,2,2,77,1,77,8,3,1,79.743425153
2,1,6,1,1,200.0,50.0,2,3,77,1,77,7,3,1,55.157586462
1,2,7,1,1,150.0,0.0,2,2,77,1,77,6,3,1,80.389594947
1,2,4,2,1,186.50878955549945,80.75489671399761,1,2,77,77,77,5,77,1,164.55688196
2,1,7,1,1,100.0,100.0,3,3,1,77,3,7,77,1,55.157586462
2,1,5,1,2,100.0,30.0,2,3,77,1,77,5,3,1,204.64892199
1,2,6,1,1,150.0,30.0,2,8,77,1,77,4,3,1,57.77454569
2,2,7,1,1,100.0,0.0,1,9,77,77,77,5,77,1,80.389594947
2,1,6,1,1,100.0,50.0,2,3,77,1,77,8,3,1,55.806555255
2,1,6,1,2,200.0,50.0,3,6,1,77,2,3,77,1,79.743425153
2,2,7,1,1,175.0,75.0,1,2,77,77,77,5,77,1,80.389594947
2,1,7,1,1,110.0,12.0,3,9,1,77,2,7,77,1,54.069355693
2,2,7,1,1,200.0,60.0,2,2,77,1,77,8,3,1,114.75302445
1,1,6,1,1,100.0,60.0,3,6,1,77,2,4,77,1,1287.7775682
2,1,6,1,1,200.0,100.0,3,7,1,77,2,7,77,1,600.14689197
2,1,7,1,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,56.538982314
2,1,7,1,3,250.0,100.0,2,8,77,1,77,8,3,1,181.68687756
2,2,6,1,1,150.0,75.0,2,2,77,1,77,8,3,1,52.742529497
2,2,7,1,1,200.0,30.0,1,2,77,77,77,6,77,1,80.389594947
2,1,6,1,1,200.0,0.0,2,9,77,1,77,6,2,1,57.77454569
2,1,7,1,1,150.0,150.0,2,3,77,1,77,8,3,1,52.742529497
2,1,6,1,1,400.0,120.0,2,3,77,1,77,8,3,1,51.796716957
2,1,6,1,1,120.0,10.0,1,9,77,77,77,6,77,1,52.742529497
2,1,7,1,2,70.0,50.38367289395869,1,4,77,77,77,5,77,1,122.21400107
2,1,6,1,2,700.0,200.0,1,5,77,77,77,6,77,1,95.65147396
2,1,7,1,2,240.0,60.0,3,9,1,77,2,8,77,1,108.61604004
2,1,7,1,1,186.50878955549945,80.75489671399761,2,3,77,1,77,5,3,1,54.069355693
1,2,4,2,1,300.0,400.0,2,3,77,1,77,5,3,1,119.25440459
2,1,6,1,2,200.0,150.0,1,3,77,77,77,6,77,1,108.61604004
1,1,7,1,1,154.42108789754525,0.0,1,2,77,77,77,8,77,1,52.742529497
2,2,7,1,1,300.0,150.0,2,3,77,1,77,6,3,1,54.069355693
2,2,4,1,3,600.0,100.0,3,3,2,77,4,1,77,1,234.07046623
2,1,7,1,2,250.0,250.0,2,3,77,1,77,8,3,1,904.75273001
2,2,7,1,1,400.0,40.0,1,9,77,77,77,7,77,1,56.538982314
1,1,6,1,1,200.0,0.0,3,8,1,77,2,1,77,1,55.806555255
2,1,7,1,1,0.0,120.0,2,8,77,1,77,8,3,1,55.806555255
2,2,6,1,2,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,133.03419262
2,1,7,2,2,250.0,80.0,3,9,1,77,2,2,77,1,100.52497169
2,1,6,1,1,0.0,150.0,2,4,77,1,77,8,3,1,93.047593504
2,2,2,2,2,650.0,250.0,3,9,1,77,2,1,77,1,420.19404469
2,2,7,1,4,40.0,0.0,1,9,77,77,77,3,77,1,216.23529587
1,1,6,1,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,51.796716957
2,1,7,1,1,300.0,122.50285321101047,3,9,1,77,2,8,77,1,55.157586462
2,2,4,1,2,100.0,100.0,3,7,1,77,2,5,77,1,81.006254031
2,1,6,1,1,70.0,0.0,3,8,1,77,3,3,77,1,51.796716957
2,1,7,1,2,200.0,250.0,2,3,77,2,77,8,4,1,138.13147418
2,2,6,1,1,150.0,20.0,1,3,77,77,77,8,77,1,80.389594947
2,1,7,1,1,350.0,250.0,2,8,77,1,77,8,3,1,1862.4393644
2,1,7,1,1,95.0,90.0,2,8,77,1,77,7,3,1,40.414232465
1,1,7,1,2,150.0,100.0,1,2,77,77,77,8,77,1,107.8796218
2,1,6,1,1,900.0,200.0,3,3,1,77,3,6,77,1,55.157586462
2,2,7,1,1,300.0,100.0,2,2,77,2,77,7,4,1,56.538982314
1,1,6,2,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,65.136620433
2,1,4,1,1,150.0,35.0,2,3,77,1,77,6,3,1,88.60840646
1,1,7,1,2,100.0,300.0,3,9,1,77,2,6,77,1,108.61604004
2,2,7,1,1,100.0,0.0,4,9,77,77,77,5,77,1,56.538982314
1,2,4,1,2,75.0,0.0,3,9,2,77,2,3,77,1,183.87281211
2,1,7,1,1,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,55.157586462
2,2,5,1,1,186.50878955549945,80.75489671399761,1,3,77,77,77,5,77,1,143.07152929
2,2,4,1,2,192.0,0.0,3,8,1,77,2,5,77,1,232.13375704
1,1,7,1,1,150.0,100.0,1,4,77,77,77,7,77,1,479.85870476
2,1,7,1,1,180.0,100.0,2,2,77,1,77,8,3,1,52.742529497
2,2,6,1,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,54.069355693
1,2,5,1,2,100.0,0.0,1,3,77,77,77,1,77,1,232.13375704
1,1,6,1,1,50.0,0.0,3,5,1,77,2,6,77,1,55.157586462
2,1,7,1,1,300.0,100.0,2,2,77,1,77,7,3,1,87.829654772
2,2,1,1,2,450.0,100.0,2,5,77,1,77,1,3,1,335.90647223
2,1,7,2,1,500.0,50.0,3,9,2,77,4,6,77,1,100.52497169
1,1,6,1,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,40.414232465
1,1,7,1,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,54.069355693
1,2,7,1,1,150.0,200.0,1,2,77,77,77,7,77,1,52.742529497
1,2,7,2,2,206.2595914763753,120.0,1,4,77,77,77,5,77,1,77.522584905
2,1,7,1,1,400.0,300.0,2,3,77,1,77,8,3,1,54.069355693
2,1,7,1,1,450.0,0.0,2,3,77,1,77,8,3,1,696.90797377
2,1,7,1,1,100.0,0.0,2,6,77,1,77,7,3,1,277.57128232
2,1,7,1,1,200.0,200.0,2,4,77,1,77,8,3,1,326.02611495
2,1,6,1,1,300.0,150.0,2,3,77,1,77,8,3,1,52.742529497
2,1,7,1,1,100.0,20.0,3,9,1,77,2,4,77,1,51.796716957
2,1,6,1,1,200.0,0.0,1,2,77,77,77,8,77,1,52.742529497
2,1,6,2,4,150.0,0.0,3,9,1,77,2,6,77,1,76.996629478
2,1,7,1,1,300.0,10.0,2,2,77,1,77,5,3,1,150.17999935
2,1,7,1,1,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,40.414232465
2,1,7,1,1,200.0,100.0,2,2,77,1,77,7,3,1,57.77454569
1,2,6,1,2,100.0,50.0,3,3,1,77,3,6,77,1,74.386360892
1,2,5,2,1,186.50878955549945,80.75489671399761,1,2,77,77,77,5,77,1,119.25440459
1,1,6,1,2,238.0,47.0,1,3,77,77,77,6,77,1,79.743425153
2,1,7,2,1,400.0,20.0,1,2,77,77,77,8,77,1,65.136620433
1,1,5,2,1,186.50878955549945,80.75489671399761,1,3,77,77,77,5,77,1,119.25440459
2,1,7,1,1,300.0,150.0,2,3,77,1,77,8,3,1,40.414232465
1,2,3,1,2,200.0,200.0,1,3,77,77,77,1,77,1,891.08127574
2,1,7,1,1,200.0,300.0,3,3,1,77,3,8,77,1,55.157586462
1,1,7,1,2,150.0,150.0,2,3,77,1,77,7,3,1,95.65147396
2,1,6,1,1,500.0,25.0,2,2,77,1,77,8,3,1,93.047593504
2,1,6,1,1,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,68.094076165
1,2,4,1,1,300.0,150.0,2,2,77,2,77,8,2,1,88.60840646
2,1,7,1,1,60.0,50.0,3,4,1,77,3,3,77,1,1460.1724933
1,1,7,2,2,186.50878955549945,80.75489671399761,1,3,77,77,77,5,77,1,64.227511174
1,1,3,2,4,186.50878955549945,80.75489671399761,1,3,77,77,77,5,77,1,420.19404469
1,2,4,1,2,200.0,0.0,2,3,77,1,77,1,3,1,183.87281211
2,1,7,1,1,100.0,0.0,2,7,77,1,77,8,3,1,57.77454569
2,2,7,1,1,200.0,20.0,1,2,77,77,77,6,77,1,56.538982314
2,2,7,1,1,75.0,35.0,2,9,77,1,77,8,3,1,40.414232465
2,1,7,1,1,200.0,56.0,2,5,77,1,77,8,3,1,55.806555255
2,1,6,1,1,250.0,200.0,3,6,1,77,2,8,77,1,167.5928172
2,1,3,1,2,150.0,100.0,3,9,1,77,2,2,77,1,335.90647223
2,2,2,1,2,0.0,45.0,1,3,77,77,77,1,77,1,721.08245031
1,2,7,1,1,200.0,75.0,1,2,77,77,77,6,77,1,80.389594947
1,1,7,1,1,300.0,100.0,1,4,77,77,77,5,77,1,93.047593504
1,2,4,2,1,300.0,150.0,3,7,1,77,2,1,77,1,411.76470694
2,1,7,1,1,100.0,0.0,3,3,1,77,3,8,77,1,843.55537721
1,1,5,1,1,250.0,200.0,3,9,1,77,2,6,77,1,953.50179789
2,1,4,1,1,200.0,100.0,1,3,77,77,77,4,77,1,86.974946465
2,1,7,1,1,300.0,250.0,2,3,77,1,77,8,3,1,55.806555255
1,2,4,1,2,194.0,0.0,3,9,2,77,2,1,77,1,256.78216107
2,2,7,1,1,100.0,50.0,1,4,77,77,77,5,77,1,56.538982314
2,1,6,1,1,220.0,180.0,3,3,1,77,3,4,77,1,93.047593504
2,1,6,1,1,100.0,0.0,2,9,77,1,77,8,2,1,40.414232465
2,1,7,1,1,125.0,125.0,3,7,1,77,2,5,77,1,87.829654772
1,2,4,1,2,100.0,100.0,3,6,2,77,2,4,77,1,145.67257955
2,1,7,1,2,75.0,20.0,3,9,1,77,2,2,77,1,133.76810475
2,1,7,1,2,200.0,75.0,3,3,1,77,3,6,77,1,114.54682373
2,1,7,1,2,150.0,0.0,3,8,1,77,3,6,77,1,107.8796218
1,2,4,1,2,186.50878955549945,80.75489671399761,1,2,77,77,77,5,77,1,81.006254031
1,1,2,1,2,509.0,133.59544316217466,3,5,1,77,2,1,77,1,335.90647223
