unemployed,ANYWORK,education_level,latino,race,home_food_costs,outside_food_costs,housing_status,LIVQTR,owe_backrent,owe_backmortgage,expect_eviction,income_bracket,expect_foreclosure,use_credit_cards,weight
2,1,6,1,1,200.0,0.0,3,8,1,77,3,7,77,1,56.538982314
1,2,4,1,2,250.0,140.0,2,8,77,1,77,4,3,1,204.64892199
2,1,6,1,1,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,87.829654772
2,1,4,1,2,0.0,0.0,2,6,77,1,77,3,3,1,145.67257955
2,1,7,1,1,200.0,30.0,2,2,77,1,77,5,3,1,51.796716957
1,1,6,1,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,87.829654772
2,1,7,1,2,65.0,0.0,3,7,1,77,2,5,77,1,133.76810475
2,2,7,1,1,52.0,0.0,3,8,1,77,2,5,77,1,80.389594947
2,1,7,1,1,200.0,0.0,3,9,1,77,2,6,77,1,87.829654772
1,1,4,2,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,119.25440459
2,1,7,1,1,170.0,115.0,2,3,77,1,77,8,3,1,40.414232465
2,1,5,1,1,700.0,100.0,2,3,77,1,77,8,3,1,329.2703984
2,2,5,1,2,400.0,400.0,1,2,77,77,77,4,77,1,145.67257955
2,1,7,1,1,170.0,120.0,2,2,77,1,77,7,3,1,54.069355693
1,2,3,1,2,186.50878955549945,80.75489671399761,1,2,77,77,77,5,77,1,549.59231247
1,2,7,1,2,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,79.743425153
2,1,7,1,1,300.0,50.0,2,2,77,1,77,8,3,1,87.829654772
2,1,6,1,1,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,52.742529497
2,1,6,1,1,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,55.157586462
2,1,7,1,1,100.0,35.0,2,9,77,1,77,7,2,1,40.414232465
2,1,7,1,2,100.0,23.0,4,2,77,77,77,4,77,1,107.8796218
2,1,5,1,1,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,88.60840646
2,1,6,1,1,250.0,100.0,2,5,77,1,77,8,3,1,54.069355693
2,2,7,1,1,65.0,100.0,3,9,1,77,2,4,77,1,52.742529497
1,2,4,2,1,250.0,150.0,3,6,2,77,1,5,77,1,667.48512618
2,1,7,1,1,100.0,10.0,3,9,1,77,2,4,77,1,552.16544362
1,2,6,1,1,100.0,150.0,3,3,1,77,3,7,77,1,938.04260833
2,2,6,1,1,80.0,10.0,1,9,77,77,77,4,77,1,80.389594947
2,2,4,1,2,80.0,80.0,2,3,77,1,77,2,3,1,81.006254031
1,2,3,1,2,0.0,0.0,3,7,2,77,2,4,77,1,549.59231247
2,1,7,1,1,100.0,100.0,2,2,77,1,77,8,3,1,54.069355693
2,2,7,1,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,80.389594947
2,1,7,1,2,150.0,100.0,1,3,77,77,77,5,77,1,79.743425153
1,1,5,1,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,141.91198674
2,1,7,1,1,200.0,50.0,3,9,1,77,2,8,77,1,54.069355693
1,2,4,1,2,186.50878955549945,80.75489671399761,1,2,77,77,77,5,77,1,81.006254031
2,1,7,1,3,150.0,70.0,3,3,1,77,3,3,77,1,151.716277
2,1,7,1,4,200.0,100.0,2,9,77,1,77,8,2,1,151.716277
2,1,7,1,2,170.0,50.0,2,2,77,1,77,5,3,1,79.743425153
2,1,7,1,4,375.0,0.0,2,2,77,1,77,8,3,1,88.575754397
2,1,7,1,1,175.0,60.0,3,9,1,77,2,6,77,1,167.5928172
2,1,6,1,1,110.0,60.0,2,9,77,1,77,6,2,1,150.17999935
2,2,5,1,2,600.0,0.0,3,3,2,77,4,1,77,1,232.13375704
1,2,6,1,1,200.0,250.0,1,3,77,77,77,3,77,1,68.094076165
1,1,3,1,2,100.0,100.0,1,3,77,77,77,2,77,1,335.90647223
2,1,7,1,1,300.0,200.0,2,2,77,1,77,7,3,1,55.157586462
2,1,7,1,2,60.0,0.0,2,8,77,1,77,5,3,1,108.61604004
1,1,4,1,2,186.50878955549945,80.75489671399761,1,3,77,77,77,5,77,1,252.89593777
2,1,3,1,2,200.0,100.0,1,3,77,77,77,4,77,1,738.93752621
1,1,7,2,1,800.0,20.0,2,3,77,1,77,8,3,1,76.996629478
2,1,6,1,1,100.0,100.0,3,9,1,77,2,5,77,1,52.742529497
2,1,7,1,1,80.0,40.0,3,9,1,77,2,6,77,1,290.53190338
2,1,6,2,1,150.0,45.0,3,9,1,77,2,6,77,1,100.52497169
1,2,4,1,2,650.0,0.0,2,4,77,1,77,3,3,1,256.78216107
1,1,6,1,4,100.0,300.0,2,3,77,1,77,7,3,1,109.52223174
2,1,7,1,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,56.538982314
2,2,7,1,1,200.0,40.0,2,3,77,1,77,8,3,1,54.069355693
2,1,4,1,1,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,115.5568061
1,1,7,1,1,200.0,20.0,1,3,77,77,77,5,77,1,80.389594947
2,1,6,1,1,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,51.796716957
2,1,4,1,2,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,252.89593777
2,1,6,1,3,20.0,30.651424470163256,2,9,77,2,77,4,2,1,181.68687756
2,2,3,2,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,352.20202569
1,2,7,1,1,250.0,55.0,3,3,1,77,3,8,77,1,54.069355693
2,1,7,1,1,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,56.538982314
2,1,6,1,1,300.0,75.0,2,2,77,1,77,8,3,1,54.069355693
2,1,7,1,2,150.0,150.0,2,6,77,1,77,7,3,1,133.76810475
1,2,7,1,1,80.0,0.0,2,2,77,1,77,5,3,1,40.414232465
2,1,3,1,2,350.0,123.37333354047357,1,4,77,77,77,6,77,1,549.59231247
2,1,6,1,1,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,52.742529497
2,1,6,1,1,200.0,0.0,2,3,77,1,77,8,3,1,40.414232465
1,1,7,1,1,500.0,100.0,3,9,1,77,2,2,77,1,308.72544026
1,2,4,1,1,80.0,0.0,2,2,77,1,77,5,3,1,1432.2445834
1,1,6,2,2,220.0,70.0,2,2,77,2,77,6,2,1,78.319906896
2,1,7,1,1,300.0,120.0,2,3,77,1,77,8,3,1,87.829654772
1,2,6,1,4,350.0,10.0,2,3,77,1,77,4,3,1,109.52223174
2,2,6,1,1,40.0,0.0,1,3,77,77,77,2,77,1,80.389594947
1,2,7,1,1,45.0,0.0,2,2,77,1,77,2,3,1,80.389594947
2,1,7,1,1,70.0,150.0,2,8,77,1,77,6,3,1,54.069355693
2,1,7,1,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,54.069355693
1,2,7,1,2,200.0,84.27172962269773,1,2,77,77,77,5,77,1,138.13147418
1,1,7,1,2,75.0,21.0,3,2,2,77,3,7,77,1,133.76810475
1,1,7,1,1,200.0,50.0,2,3,77,1,77,7,3,1,52.742529497
2,1,6,1,2,200.0,10.0,2,3,77,1,77,6,3,1,74.386360892
2,1,7,2,1,100.0,250.0,1,9,77,77,77,5,77,1,140.83504915
2,1,7,1,1,200.0,0.0,1,2,77,77,77,8,77,1,55.806555255
1,2,3,1,2,186.50878955549945,80.75489671399761,1,2,77,77,77,5,77,1,616.04287811
2,1,6,1,1,400.0,300.0,2,2,77,1,77,8,3,1,87.829654772
2,1,7,1,1,25.0,100.0,3,5,1,77,2,6,77,1,988.61012428
2,1,6,2,1,200.0,100.0,2,2,77,1,77,5,3,1,79.416093158
1,1,6,1,1,120.0,50.0,2,3,77,1,77,4,3,1,52.742529497
2,2,7,1,2,100.0,175.0,2,2,77,2,77,5,4,1,122.21400107
2,1,6,1,2,150.0,150.0,3,3,1,77,3,3,77,1,74.386360892
2,1,7,1,1,300.0,120.0,2,9,77,1,77,6,2,1,54.069355693
2,2,6,1,2,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,79.743425153
1,1,4,1,1,200.0,30.0,3,8,1,77,2,5,77,1,88.60840646
2,1,4,1,2,75.0,30.0,2,3,77,1,77,6,3,1,81.006254031
2,1,7,1,1,500.0,0.0,1,5,77,77,77,5,77,1,40.414232465
2,1,4,1,1,100.0,35.0,3,3,1,77,3,5,77,1,170.35479102
2,1,7,1,4,150.0,150.0,2,3,77,1,77,8,3,1,138.63335259
1,1,7,1,1,250.0,200.0,3,9,1,77,2,8,77,1,93.047593504
1,1,7,1,1,200.0,0.0,2,9,77,1,77,8,3,1,40.414232465
2,1,6,1,2,400.0,150.0,2,3,77,1,77,7,3,1,693.8096995
2,1,7,1,2,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,114.54682373
2,1,7,1,1,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,93.047593504
1,1,6,1,1,80.0,90.0,3,8,1,77,2,1,77,1,54.069355693
2,1,7,1,2,250.0,100.0,3,5,1,77,2,6,77,1,108.61604004
2,1,5,1,1,60.0,20.0,3,9,1,77,2,6,77,1,115.89084824
2,1,7,1,1,50.0,100.0,2,3,77,1,77,7,3,1,40.414232465
2,1,7,1,1,300.0,40.0,1,8,77,77,77,8,77,1,52.742529497
2,1,3,1,1,50.0,0.0,3,5,1,77,2,4,77,1,252.00564833
1,2,3,1,2,75.0,0.0,3,6,1,77,1,3,77,1,496.83719384
2,1,6,1,1,85.0,15.0,2,3,77,1,77,7,3,1,80.389594947
2,1,6,1,1,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,68.094076165
1,1,6,1,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,68.094076165
2,1,6,1,3,75.0,50.0,3,8,1,77,3,6,77,1,580.55677352
2,1,7,1,1,100.0,50.0,2,3,77,1,77,8,3,1,2338.5418966
2,1,6,1,1,150.0,150.0,3,9,1,77,2,7,77,1,167.5928172
1,1,7,1,1,300.0,0.0,1,4,77,77,77,5,77,1,56.538982314
2,1,7,1,1,200.0,40.0,2,7,77,1,77,5,3,1,54.069355693
2,2,7,1,1,150.0,0.0,3,9,1,77,2,6,77,1,80.389594947
2,1,4,1,2,650.0,250.0,2,2,77,1,77,5,3,1,232.13375704
2,1,7,1,2,150.0,0.0,2,3,77,1,77,6,3,1,133.76810475
1,2,4,1,2,85.0,0.0,3,8,1,77,2,2,77,1,209.71633423
2,2,6,1,1,30.0,0.0,2,3,77,1,77,1,3,1,56.538982314
2,2,6,1,1,150.0,100.0,2,2,77,1,77,6,3,1,87.829654772
2,1,4,1,1,180.0,50.0,3,3,1,77,3,1,77,1,141.91198674
2,2,6,1,2,25.0,0.0,2,3,77,1,77,4,3,1,122.21400107
2,1,6,1,2,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,108.61604004
1,2,4,1,2,40.0,0.0,3,9,1,77,2,3,77,1,174.83785779
2,1,3,2,2,200.0,100.0,1,4,77,77,77,5,77,1,420.19404469
2,1,7,1,2,175.0,25.0,2,2,77,1,77,7,3,1,79.743425153
2,1,6,1,2,300.0,150.0,2,3,77,1,77,3,3,1,74.386360892
2,1,7,1,1,200.0,100.0,1,5,77,77,77,5,77,1,40.414232465
2,1,7,1,1,0.0,200.0,2,2,77,1,77,5,3,1,87.829654772
2,1,6,1,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,93.047593504
2,1,6,1,1,250.0,250.0,1,4,77,77,77,6,77,1,167.5928172
2,1,7,1,1,300.0,100.0,2,2,77,1,77,8,3,1,150.17999935
2,1,7,1,1,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,167.5928172
1,1,6,1,1,200.0,100.0,2,9,77,1,77,4,3,1,55.806555255
2,1,7,1,1,300.0,100.0,2,3,77,1,77,8,3,1,51.796716957
2,1,6,1,1,50.0,50.0,3,9,1,77,2,5,77,1,40.414232465
2,1,7,1,1,30.0,75.0,3,9,1,77,2,7,77,1,1815.8202147
2,1,7,2,4,100.0,35.0,3,8,1,77,3,6,77,1,100.52497169
1,1,7,1,1,400.0,150.0,1,2,77,77,77,8,77,1,150.17999935
2,1,7,1,1,100.0,500.0,2,2,77,1,77,8,3,1,40.414232465
2,1,6,1,1,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,93.047593504
1,2,3,1,2,558.0,40.0,3,9,1,77,2,1,77,1,549.59231247
2,1,7,1,3,189.227868327961,83.76211784231891,2,2,77,1,77,6,3,1,138.63335259
2,1,7,1,1,500.0,60.0,2,3,77,1,77,7,3,1,87.829654772
1,2,6,1,2,186.50878955549945,80.75489671399761,1,2,77,77,77,5,77,1,107.8796218
1,1,3,1,4,50.0,100.0,2,9,77,1,77,3,3,1,1172.0556492
2,2,6,1,1,100.0,80.0,3,9,1,77,2,8,77,1,56.538982314
2,1,7,1,1,200.0,100.0,2,2,77,1,77,5,3,1,55.806555255
2,2,4,1,2,150.0,100.0,3,9,1,77,2,1,77,1,256.78216107
2,1,7,1,1,100.0,30.0,2,3,77,2,77,4,3,1,54.069355693
1,1,7,1,1,186.50878955549945,80.75489671399761,1,4,77,77,77,5,77,1,150.17999935
1,2,3,1,2,0.0,0.0,3,6,1,77,2,1,77,1,891.08127574
2,1,7,2,1,500.0,100.0,3,8,1,77,3,5,77,1,76.996629478
2,2,7,1,1,90.0,0.0,2,3,77,1,77,4,3,1,80.389594947
2,1,7,1,1,150.0,55.0,1,2,77,77,77,8,77,1,342.45641261
2,1,7,2,1,100.0,0.0,3,7,1,77,2,3,77,1,794.16528033
2,1,7,1,2,186.50878955549945,80.75489671399761,1,5,77,77,77,5,77,1,133.76810475
1,2,5,1,4,150.0,200.0,2,2,77,2,77,8,3,1,150.97080221
2,1,7,1,1,100.0,150.0,2,3,77,1,77,8,3,1,54.069355693
2,1,7,1,1,130.0,150.0,1,6,77,77,77,6,77,1,87.829654772
2,2,7,1,1,182.53812737488647,76.36258798369182,1,2,77,77,77,5,77,1,56.538982314
2,1,7,1,1,140.0,10.0,3,9,1,77,2,6,77,1,167.5928172
2,1,3,2,1,80.0,150.0,3,1,1,77,2,1,77,1,352.20202569
1,1,7,1,1,300.0,50.0,2,3,77,1,77,8,3,1,55.806555255
1,1,6,1,2,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,133.03419262
1,1,1,2,1,187.45582981090902,84.03439854651869,1,4,77,77,77,5,77,1,420.19404469
2,1,6,1,1,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,55.157586462
1,1,4,1,3,187.45582981090902,84.03439854651869,1,4,77,77,77,5,77,1,332.6386948
2,2,7,1,3,200.0,75.0,1,8,77,77,77,7,77,1,216.23529587
1,1,7,2,1,300.0,500.0,2,2,77,1,77,6,3,1,79.416093158
2,1,7,1,2,187.45582981090902,84.03439854651869,1,4,77,77,77,5,77,1,138.13147418
1,1,6,1,1,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,167.5928172
2,1,6,1,1,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,40.414232465
2,1,6,1,2,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,95.65147396
2,1,7,1,1,160.0,40.0,2,2,77,1,77,8,3,1,167.5928172
1,2,3,2,1,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,420.19404469
2,1,7,1,3,120.0,120.0,3,8,1,77,2,5,77,1,181.68687756
2,1,6,1,1,500.0,500.0,2,2,77,1,77,8,3,1,313.73252839
2,1,6,1,2,100.0,100.0,3,9,1,77,2,6,77,1,773.14296934
2,1,7,2,1,83.0,87.0,3,4,1,77,2,8,77,1,78.319906896
2,1,7,1,1,40.0,120.0,2,2,77,1,77,6,3,1,55.157586462
2,2,6,2,1,200.0,50.0,1,3,77,77,77,5,77,1,64.227511174
2,1,3,2,1,187.45582981090902,84.03439854651869,1,4,77,77,77,5,77,1,453.9405908
2,1,6,1,1,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,51.796716957
2,1,6,1,1,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,54.069355693
2,1,5,1,1,200.0,50.0,2,2,77,1,77,5,3,1,137.01810073
1,1,4,1,2,176.0,0.0,2,3,77,1,77,5,3,1,145.67257955
2,1,4,1,1,100.0,120.0,2,2,77,1,77,5,3,1,115.89084824
1,1,6,1,1,375.0,175.0,2,2,77,1,77,7,3,1,150.17999935
2,1,7,1,1,250.0,250.0,1,2,77,77,77,8,77,1,56.538982314
1,2,7,1,2,200.0,300.0,2,3,77,1,77,6,3,1,95.65147396
2,2,6,1,1,80.0,70.0,1,5,77,77,77,7,77,1,80.389594947
2,1,7,1,1,200.0,40.0,2,2,77,1,77,8,3,1,150.17999935
2,2,7,1,2,55.0,30.0,2,3,77,1,77,4,3,1,133.03419262
1,1,7,1,2,75.0,30.0,1,3,77,77,77,5,77,1,122.21400107
1,1,4,2,4,300.0,107.95786726051735,1,4,77,77,77,6,77,1,109.47102796
2,1,7,1,2,250.0,40.0,2,2,77,1,77,2,3,1,219.21662839
2,1,6,1,1,350.0,200.0,2,3,77,1,77,8,3,1,326.02611495
2,1,7,1,1,50.0,0.0,2,3,77,1,77,4,3,1,52.742529497
2,1,7,1,1,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,150.17999935
2,1,7,1,2,150.0,120.0,2,3,77,1,77,5,3,1,108.61604004
2,1,7,1,1,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,55.157586462
1,2,6,1,2,200.0,0.0,2,3,77,1,77,8,3,1,108.61604004
2,2,7,1,1,650.0,233.0,1,3,77,77,77,8,77,1,150.17999935
2,1,4,1,2,120.0,35.0,2,3,77,1,77,5,3,1,81.006254031
1,2,6,1,2,95.0,20.0,3,6,2,77,2,2,77,1,74.386360892
1,1,4,1,2,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,252.89593777
2,1,6,1,4,400.0,200.0,2,9,77,1,77,8,3,1,181.68687756
2,1,7,2,2,100.0,60.0,2,3,77,1,77,6,3,1,79.416093158
1,1,6,1,2,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,74.386360892
1,2,4,1,2,75.0,50.75645768369086,2,3,77,1,77,4,3,1,204.64892199
2,1,6,1,1,150.0,0.0,2,2,77,1,77,8,3,1,51.796716957
1,2,6,1,2,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,74.386360892
2,2,4,1,2,150.0,50.0,2,2,77,69,77,7,77,1,145.67257955
2,1,7,1,1,200.0,100.0,2,2,77,1,77,8,3,1,40.414232465
2,1,6,1,1,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,167.5928172
2,2,4,1,2,100.0,50.0,1,3,77,77,77,4,77,1,183.87281211
1,2,6,1,2,194.0,30.0,1,3,77,77,77,5,77,1,74.386360892
2,1,7,1,2,350.0,150.0,1,5,77,77,77,6,77,1,79.743425153
2,2,6,2,1,500.0,150.0,3,9,1,77,2,5,77,1,54.391850865
1,1,7,1,1,120.0,0.0,2,2,77,2,77,5,4,1,52.742529497
1,1,4,2,4,187.45582981090902,84.03439854651869,1,4,77,77,77,5,77,1,164.55688196
2,1,7,1,1,100.0,0.0,2,9,77,1,77,5,3,1,52.742529497
2,2,7,1,2,150.0,50.0,2,6,77,1,77,6,3,1,603.81872869
1,1,3,2,1,187.45582981090902,84.03439854651869,1,4,77,77,77,5,77,1,420.19404469
2,1,7,1,1,671.0,101.0,1,2,77,77,77,7,77,1,93.047593504
2,1,6,2,1,60.0,30.0,1,5,77,77,77,5,77,1,78.319906896
2,1,7,1,1,300.0,60.0,2,3,77,1,77,8,3,1,55.806555255
2,1,7,1,1,250.0,100.0,2,3,77,1,77,8,3,1,51.796716957
2,2,7,1,2,100.0,100.0,2,2,77,1,77,5,3,1,114.54682373
2,1,7,1,2,60.0,100.0,1,3,77,77,77,8,77,1,74.386360892
2,2,7,1,1,80.0,84.0,1,9,77,77,77,6,77,1,80.389594947
2,1,4,1,2,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,174.83785779
1,1,3,1,2,187.45582981090902,84.03439854651869,1,4,77,77,77,5,77,1,335.90647223
1,2,6,1,1,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,54.069355693
2,1,7,1,1,200.0,100.0,1,8,77,77,77,7,77,1,56.538982314
1,1,6,1,1,150.0,150.0,2,2,77,1,77,6,3,1,150.17999935
2,1,6,2,1,20.0,50.0,2,2,77,1,77,6,3,1,65.136620433
2,2,6,1,1,279.5320025634637,300.0,1,3,77,77,77,6,77,1,52.742529497
1,2,4,1,2,200.0,48.0,3,2,1,77,2,6,77,1,174.83785779
2,1,7,1,1,300.0,100.0,2,3,77,1,77,8,3,1,57.77454569
1,2,7,1,1,125.0,30.0,1,9,77,77,77,7,77,1,56.538982314
2,1,7,1,1,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,54.069355693
1,1,6,1,1,400.0,60.0,2,2,77,1,77,7,3,1,55.157586462
1,1,6,2,1,187.45582981090902,84.03439854651869,1,4,77,77,77,5,77,1,78.319906896
2,1,7,1,1,400.0,200.0,2,3,77,1,77,8,3,1,40.414232465
2,1,7,1,1,75.0,75.0,2,9,77,1,77,8,3,1,93.047593504
2,1,7,1,2,200.0,300.0,2,7,77,1,77,7,3,1,108.61604004
2,2,6,1,1,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,57.77454569
1,2,3,1,2,105.0,25.0,2,2,77,1,77,2,3,1,616.04287811
1,1,4,1,4,100.0,20.0,1,3,77,77,77,5,77,1,150.97080221
1,2,3,1,2,187.45582981090902,84.03439854651869,1,4,77,77,77,5,77,1,762.46048398
1,1,6,1,1,225.0,200.0,2,2,77,1,77,5,3,1,51.796716957
2,2,7,1,1,200.0,0.0,1,3,77,77,77,8,77,1,56.538982314
2,1,7,1,1,135.0,35.0,3,9,1,77,2,7,77,1,80.389594947
2,2,6,1,1,200.0,300.0,3,3,1,77,2,5,77,1,150.17999935
2,1,4,1,2,50.0,15.0,2,7,77,1,77,4,3,1,183.87281211
2,1,7,1,1,200.0,40.0,1,5,77,77,77,5,77,1,93.047593504
1,1,7,1,3,150.0,100.0,3,3,1,77,2,8,77,1,109.52223174
1,1,7,1,1,150.0,150.0,2,3,77,1,77,8,3,1,93.047593504
1,1,7,1,1,60.0,150.0,3,9,1,77,2,3,77,1,87.829654772
1,2,6,1,1,150.0,40.0,1,3,77,77,77,8,77,1,68.094076165
2,1,7,1,1,350.0,10.0,3,9,1,77,2,6,77,1,127.06665077
2,1,7,2,1,80.0,0.0,2,3,77,1,77,6,3,1,78.319906896
2,1,7,1,1,200.0,100.0,3,3,1,77,2,8,77,1,55.157586462
2,2,7,2,1,135.0,0.0,2,2,77,1,77,6,3,1,77.522584905
