unemployed,ANYWORK,education_level,latino,race,home_food_costs,outside_food_costs,housing_status,LIVQTR,owe_backrent,owe_backmortgage,expect_eviction,income_bracket,expect_foreclosure,use_credit_cards,weight
1,1,3,1,1,380.0,124.96338513075604,1,4,77,77,77,6,77,1,260.89250226
2,1,7,1,2,250.0,25.0,2,3,77,1,77,8,3,1,133.76810475
2,1,6,1,1,250.0,250.0,3,9,1,77,2,8,77,1,68.094076165
1,1,7,1,1,10.0,40.0,3,9,1,77,2,5,77,1,52.742529497
2,1,7,1,1,200.0,100.0,2,2,77,1,77,8,3,1,51.796716957
1,2,4,1,2,100.0,20.0,3,9,1,77,2,1,77,1,81.006254031
2,1,7,1,1,100.0,120.0,2,2,77,1,77,8,3,1,40.414232465
1,1,7,1,1,100.0,100.0,3,9,1,77,2,3,77,1,40.414232465
1,1,7,1,1,200.0,0.0,2,3,77,1,77,7,3,1,87.829654772
2,2,1,1,2,0.0,60.0,3,4,2,77,2,1,77,1,3328.8786607
2,1,7,1,1,400.0,200.0,1,3,77,77,77,8,77,1,251.18801534
2,1,7,1,1,160.0,80.0,3,5,1,77,2,7,77,1,1690.707949
2,1,6,1,1,200.0,50.0,3,9,1,77,2,6,77,1,612.22579147
2,1,6,1,1,250.0,100.0,3,9,1,77,2,7,77,1,167.5928172
1,2,6,1,1,200.0,100.0,2,2,77,1,77,6,3,1,80.389594947
1,1,7,1,2,100.0,75.0,2,3,77,1,77,4,3,1,107.8796218
2,1,7,1,1,250.0,250.0,3,9,1,77,2,7,77,1,55.157586462
2,1,7,2,1,200.0,350.0,2,3,77,1,77,8,3,1,77.522584905
2,1,6,1,1,200.0,50.0,2,3,77,1,77,8,3,1,57.77454569
2,1,7,1,1,200.0,50.0,2,3,77,1,77,8,3,1,54.069355693
2,1,3,1,2,400.0,129.2147645983157,1,3,77,77,77,6,77,1,549.59231247
2,1,7,1,3,150.0,50.0,3,3,1,77,2,4,77,1,111.40449979
1,1,7,1,1,50.0,50.0,3,4,1,77,2,8,77,1,51.796716957
1,2,7,1,4,25.0,9.0,3,9,1,77,2,1,77,1,88.575754397
2,2,6,1,1,17.0,0.0,1,3,77,77,77,5,77,1,56.538982314
2,1,6,1,1,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,93.047593504
2,1,7,1,1,200.0,40.0,2,8,77,1,77,6,3,1,411.32637156
2,1,7,1,3,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,138.63335259
2,1,7,1,1,200.0,0.0,1,2,77,77,77,8,77,1,52.742529497
2,1,7,1,2,75.0,0.0,3,3,1,77,2,4,77,1,107.8796218
2,1,7,1,1,200.0,300.0,1,9,77,77,77,8,77,1,40.414232465
2,1,7,1,1,187.45582981090902,84.03439854651869,3,4,1,77,2,5,77,1,87.829654772
2,2,7,1,1,130.0,74.20810739843131,2,3,77,1,77,6,3,1,80.389594947
2,1,6,1,2,100.0,0.0,2,3,77,1,77,4,3,1,107.8796218
2,1,4,1,2,55.0,75.0,3,9,1,77,2,6,77,1,174.83785779
1,1,6,1,4,100.0,0.0,1,2,77,77,77,5,77,1,151.716277
2,2,6,1,2,200.0,60.0,2,8,77,1,77,6,3,1,74.386360892
2,1,7,1,1,220.0,65.0,3,9,1,77,2,8,77,1,318.94870762
1,2,6,1,2,100.0,150.0,3,7,2,77,3,4,77,1,138.13147418
2,2,7,1,2,150.0,100.0,2,4,77,1,77,6,3,1,107.8796218
2,1,7,1,1,150.0,50.0,2,9,77,1,77,6,3,1,57.77454569
2,1,7,1,2,300.0,0.0,1,3,77,77,77,6,77,1,79.743425153
2,1,7,1,1,60.0,60.0,3,9,1,77,2,5,77,1,68.094076165
2,1,7,1,1,200.0,40.0,2,3,77,1,77,8,3,1,93.047593504
2,1,6,1,3,250.0,0.0,2,3,77,1,77,5,3,1,181.68687756
2,1,3,2,2,115.0,32.0,3,4,1,77,2,2,77,1,363.2692635
2,1,4,1,2,250.0,60.0,1,3,77,77,77,6,77,1,232.13375704
2,2,7,1,1,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,80.389594947
2,1,7,1,1,100.0,50.0,4,4,77,77,77,7,77,1,87.829654772
1,1,3,1,2,25.0,15.0,3,2,2,77,3,3,77,1,616.04287811
1,2,5,1,2,75.0,22.0,3,9,1,77,2,1,77,1,183.87281211
2,1,6,1,1,250.0,100.0,2,3,77,1,77,7,3,1,40.414232465
1,2,4,1,2,0.0,30.0,2,2,77,1,77,3,3,1,183.87281211
2,1,7,1,1,100.0,50.0,2,3,77,1,77,8,3,1,55.962153086
2,1,7,1,3,65.0,50.0,3,9,1,77,2,5,77,1,111.40449979
1,1,6,2,1,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,79.416093158
1,2,6,1,1,70.0,20.0,2,3,77,1,77,8,3,1,57.77454569
1,1,4,1,2,187.45582981090902,84.03439854651869,1,4,77,77,77,5,77,1,232.13375704
2,1,7,1,1,191.19887241456226,92.54325631277483,2,7,77,1,77,7,3,1,57.77454569
2,1,6,1,2,100.0,40.0,2,3,77,1,77,4,3,1,108.61604004
2,1,7,1,2,200.0,25.0,1,2,77,77,77,8,77,1,133.03419262
1,2,7,1,1,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,52.742529497
2,1,7,1,2,400.0,150.0,2,3,77,1,77,7,3,1,108.61604004
2,1,7,1,4,500.0,0.0,1,6,77,77,77,6,77,1,138.63335259
1,2,5,1,2,300.0,75.0,2,2,77,1,77,6,3,1,81.006254031
2,2,7,1,1,150.0,0.0,1,3,77,77,77,6,77,1,80.389594947
1,2,5,1,2,25.0,0.0,3,5,1,77,2,2,77,1,174.83785779
2,1,7,1,1,100.0,25.0,3,9,1,77,2,6,77,1,51.796716957
2,2,7,1,1,200.0,0.0,2,2,77,1,77,3,3,1,80.389594947
1,1,7,1,1,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,51.796716957
2,1,7,1,4,200.0,120.0,3,2,1,77,2,5,77,1,181.68687756
2,2,6,1,1,300.0,400.0,2,4,77,1,77,6,3,1,55.806555255
1,2,4,1,2,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,256.78216107
1,2,5,1,2,300.0,50.0,3,4,1,77,2,3,77,1,256.78216107
1,1,7,1,3,200.0,100.0,2,2,77,1,77,5,3,1,138.63335259
2,1,5,1,3,250.0,200.0,2,7,77,2,77,3,4,1,234.07046623
1,1,4,1,2,355.0,25.0,3,3,2,77,4,3,77,1,145.67257955
2,2,7,1,1,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,80.389594947
2,1,7,1,1,350.0,100.0,1,9,77,77,77,8,77,1,87.829654772
2,1,6,1,1,300.0,100.0,2,2,77,1,77,7,3,1,93.047593504
1,1,6,1,2,100.0,40.0,2,2,77,1,77,5,3,1,74.386360892
2,1,7,1,1,194.24746031204847,99.47345168296147,2,2,77,1,77,8,3,1,55.806555255
1,1,4,1,1,75.0,0.0,2,3,77,1,77,5,3,1,646.78910237
1,1,7,1,1,400.0,70.0,3,4,1,77,2,3,77,1,1354.70097
1,2,4,1,2,200.0,50.0,2,2,77,2,77,5,4,1,204.64892199
2,1,7,1,1,300.0,100.0,3,9,1,77,2,7,77,1,54.069355693
2,1,7,1,1,400.0,50.0,1,2,77,77,77,8,77,1,54.069355693
2,2,4,1,2,100.0,20.0,2,3,77,1,77,3,3,1,183.87281211
1,2,7,1,1,100.0,50.0,2,9,77,1,77,7,3,1,55.806555255
2,2,6,1,1,200.0,200.0,1,3,77,77,77,8,77,1,93.047593504
1,2,7,1,1,100.0,40.0,2,9,77,2,77,3,3,1,52.742529497
2,1,7,1,1,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,51.796716957
2,1,5,1,2,150.0,100.0,1,5,77,77,77,5,77,1,183.87281211
2,1,7,1,1,250.0,0.0,2,3,77,1,77,6,3,1,57.77454569
2,2,7,1,1,250.0,60.0,1,3,77,77,77,8,77,1,80.389594947
2,2,7,1,2,50.0,0.0,1,3,77,77,77,4,77,1,133.03419262
1,2,6,1,1,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,55.806555255
2,1,7,1,2,0.0,0.0,2,2,77,1,77,8,3,1,79.743425153
2,1,6,1,1,78.0,0.0,2,3,77,1,77,6,3,1,57.77454569
2,2,3,1,2,150.0,80.0,3,6,1,77,2,1,77,1,2034.5842947
2,1,7,1,2,200.0,0.0,3,5,1,77,2,4,77,1,1761.764388
1,1,4,1,1,100.0,61.99196019617179,3,4,1,77,2,5,77,1,1432.2445834
2,1,7,1,1,150.0,70.0,2,3,77,1,77,5,3,1,57.77454569
2,1,6,1,1,200.0,70.0,1,5,77,77,77,5,77,1,51.796716957
2,1,4,1,2,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,81.006254031
2,1,4,1,1,50.0,100.0,3,9,1,77,2,4,77,1,57.436265081
1,2,5,1,4,70.0,0.0,2,5,77,2,77,1,4,1,234.07046623
2,1,7,1,2,320.0,20.0,2,2,77,1,77,5,3,1,95.65147396
1,1,7,1,1,187.45582981090902,84.03439854651869,1,4,77,77,77,5,77,1,150.17999935
2,2,6,1,1,200.0,0.0,1,2,77,77,77,6,77,1,80.389594947
2,2,4,1,1,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,143.07152929
2,1,7,1,1,250.0,25.0,3,9,1,77,2,5,77,1,57.77454569
2,2,7,1,1,150.0,150.0,1,3,77,77,77,6,77,1,52.742529497
2,1,7,1,3,150.0,40.0,3,7,1,77,2,5,77,1,445.5108224
2,1,7,1,1,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,51.796716957
2,2,6,1,1,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,167.5928172
2,2,7,1,1,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,80.389594947
2,1,7,1,1,375.0,0.0,2,2,77,1,77,8,3,1,57.77454569
2,1,7,1,1,120.0,0.0,1,9,77,77,77,4,77,1,80.389594947
2,1,6,1,2,100.0,100.0,2,2,77,1,77,5,3,1,74.386360892
2,2,6,1,1,150.0,60.0,3,3,1,77,2,5,77,1,51.796716957
2,1,7,2,1,300.0,85.0,2,3,77,1,77,7,3,1,78.319906896
2,1,7,1,1,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,93.047593504
2,1,7,1,1,150.0,0.0,2,3,77,1,77,8,3,1,224.05724783
2,1,6,1,2,120.0,150.0,2,3,77,1,77,4,3,1,122.21400107
2,1,7,1,1,150.0,50.0,3,8,1,77,2,6,77,1,54.069355693
2,2,3,1,3,200.0,0.0,3,8,2,77,4,1,77,1,1172.0556492
2,2,5,1,2,159.86391603408873,20.0,2,5,77,1,77,3,3,1,183.87281211
1,2,3,1,2,100.0,30.0,2,6,77,1,77,2,3,1,616.04287811
2,2,7,2,1,100.0,40.0,4,9,77,77,77,5,77,1,76.996629478
2,1,7,1,1,300.0,100.0,3,9,1,77,2,8,77,1,93.047593504
2,1,7,1,1,40.0,0.0,3,9,1,77,2,5,77,1,54.069355693
2,1,7,1,1,200.0,75.0,2,2,77,1,77,6,3,1,150.17999935
1,2,7,1,1,200.0,200.0,2,3,77,2,77,8,3,1,40.414232465
2,1,7,1,4,150.0,150.0,3,9,1,77,2,8,77,1,111.40449979
1,1,6,1,1,400.0,250.0,2,2,77,1,77,8,3,1,40.414232465
2,1,7,1,2,250.0,100.0,2,3,77,1,77,7,3,1,108.61604004
1,1,7,1,1,100.0,50.0,2,9,77,1,77,6,3,1,150.17999935
2,1,7,2,1,200.0,25.0,2,9,77,1,77,5,3,1,204.27162234
1,1,5,1,2,225.0,100.0,3,7,2,77,3,5,77,1,256.78216107
2,2,6,1,1,200.0,50.0,3,9,1,77,2,8,77,1,54.069355693
1,2,4,1,2,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,204.64892199
2,1,6,1,2,100.0,150.0,2,2,77,1,77,4,3,1,79.743425153
2,1,7,1,1,0.0,100.0,2,2,77,1,77,6,3,1,55.806555255
2,1,6,1,1,200.0,50.0,3,8,1,77,2,5,77,1,51.796716957
1,1,3,1,2,150.0,100.0,3,6,1,77,2,5,77,1,496.83719384
2,1,6,1,1,250.0,250.0,3,6,1,77,2,4,77,1,183.38674873
2,2,7,1,1,151.58061476172773,0.0,1,3,77,77,77,5,77,1,80.389594947
1,2,3,1,2,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,891.08127574
2,1,7,1,1,187.45582981090902,84.03439854651869,1,4,77,77,77,5,77,1,87.829654772
2,1,6,1,1,450.0,40.0,2,3,77,1,77,8,3,1,150.17999935
2,1,3,1,2,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,496.83719384
2,2,3,2,2,145.0,75.00967638692988,1,3,77,77,77,5,77,1,453.9405908
2,1,7,1,1,150.0,0.0,2,2,77,1,77,8,3,1,56.538982314
1,1,7,1,1,125.0,40.0,3,3,1,77,2,6,77,1,150.17999935
2,1,7,2,1,200.0,200.0,3,2,1,77,2,6,77,1,79.416093158
2,2,4,1,2,200.0,50.0,1,6,77,77,77,3,77,1,256.78216107
1,1,7,1,1,150.0,75.0,2,3,77,1,77,7,3,1,51.796716957
2,1,7,1,1,200.0,250.0,3,9,1,77,2,8,77,1,56.538982314
1,1,6,1,2,150.0,20.0,3,3,1,77,2,6,77,1,108.61604004
2,1,7,1,2,125.0,35.0,2,2,77,1,77,8,3,1,79.743425153
2,1,7,1,1,70.0,30.0,3,9,1,77,2,6,77,1,40.414232465
2,1,6,2,1,50.0,150.0,2,8,77,1,77,4,3,1,54.391850865
2,1,7,1,1,300.0,150.0,2,3,77,1,77,8,3,1,57.77454569
2,2,4,1,2,20.0,0.0,3,9,1,77,2,1,77,1,183.87281211
2,1,7,1,1,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,54.069355693
1,2,5,2,4,100.0,0.0,3,8,2,77,2,1,77,1,164.55688196
1,2,4,1,2,100.0,100.0,3,3,1,77,2,3,77,1,81.006254031
1,2,3,2,4,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,420.19404469
2,2,7,1,1,250.0,130.0,1,2,77,77,77,8,77,1,80.389594947
2,1,7,1,2,300.0,100.0,2,2,77,1,77,8,3,1,74.386360892
1,1,4,1,2,100.0,0.0,2,3,77,1,77,4,3,1,81.006254031
1,1,7,1,1,150.0,150.0,3,6,1,77,2,5,77,1,229.05185752
2,1,6,1,2,498.0,60.0,2,2,77,1,77,6,3,1,74.386360892
2,1,7,1,2,400.0,250.0,2,2,77,1,77,6,3,1,108.61604004
2,1,1,1,2,100.0,55.659681132583785,3,5,1,77,2,4,77,1,721.08245031
1,1,7,1,1,200.0,100.60169118250751,3,9,1,77,2,8,77,1,55.157586462
2,1,7,1,2,175.0,75.0,2,2,77,1,77,8,3,1,74.386360892
2,1,7,1,1,191.19887241456226,92.54325631277483,3,6,1,77,2,7,77,1,87.829654772
2,2,5,1,2,100.0,0.0,2,2,77,1,77,5,3,1,204.64892199
1,2,4,2,1,900.0,80.0,3,9,1,77,2,3,77,1,119.25440459
2,2,5,1,1,25.0,9.0,1,9,77,77,77,4,77,1,137.01810073
1,1,7,1,1,700.0,50.0,2,2,77,1,77,8,3,1,56.538982314
2,2,7,1,1,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,80.389594947
2,1,6,1,1,200.0,100.0,2,2,77,1,77,5,3,1,52.742529497
1,1,3,1,2,238.0,200.0,2,2,77,2,77,6,3,1,496.83719384
1,2,5,1,3,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,150.97080221
2,2,4,2,2,100.0,20.0,2,3,77,2,77,3,3,1,109.47102796
1,1,4,1,1,150.0,0.0,2,3,77,2,77,2,3,1,86.974946465
1,1,7,1,1,150.0,200.0,1,2,77,77,77,8,77,1,319.46131154
1,1,7,1,1,300.0,100.0,1,9,77,77,77,6,77,1,545.50695346
1,2,3,1,1,50.0,20.0,2,3,77,1,77,2,3,1,260.89250226
2,1,6,1,2,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,107.8796218
2,2,6,1,1,95.0,0.0,3,9,1,77,2,6,77,1,56.538982314
2,1,6,1,1,200.0,200.0,2,2,77,1,77,8,3,1,52.742529497
2,1,6,1,3,125.0,30.0,2,9,77,1,77,6,3,1,181.68687756
1,2,7,1,1,200.0,60.0,3,2,1,77,2,4,77,1,40.414232465
2,1,6,1,1,300.0,100.0,3,6,1,77,2,8,77,1,150.17999935
1,2,3,1,2,125.0,15.0,2,2,77,1,77,5,3,1,762.46048398
2,2,7,1,1,55.0,20.0,2,2,77,1,77,6,3,1,80.389594947
1,1,7,2,4,151.9309095442825,0.0,2,2,77,1,77,8,3,1,54.391850865
2,2,6,1,1,150.0,80.0,2,5,77,1,77,4,3,1,318.9001408
2,1,7,2,1,500.0,150.0,2,2,77,1,77,8,3,1,347.20220657
2,1,7,1,3,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,216.23529587
2,1,7,1,1,100.0,75.0,2,3,77,1,77,8,3,1,87.829654772
2,1,7,1,2,75.0,60.0,3,9,1,77,2,6,77,1,107.8796218
2,2,7,1,1,150.0,60.0,1,3,77,77,77,5,77,1,54.069355693
1,2,4,1,2,599.0,0.0,3,5,1,77,2,2,77,1,209.71633423
2,1,6,1,2,50.0,50.0,3,8,1,77,2,4,77,1,122.21400107
2,1,7,1,3,150.0,50.0,1,2,77,77,77,5,77,1,151.716277
2,1,6,1,2,250.0,75.0,2,9,77,1,77,4,3,1,107.8796218
1,1,4,1,2,200.0,50.0,3,4,1,77,2,4,77,1,81.006254031
2,2,6,1,1,140.0,35.0,1,3,77,77,77,8,77,1,80.389594947
2,1,7,1,1,30.0,500.0,2,10,77,1,77,7,3,1,87.829654772
2,2,7,1,3,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,109.52223174
2,1,4,1,1,70.0,50.0,3,9,1,77,2,7,77,1,859.5603935
2,1,7,1,2,200.0,70.0,2,8,77,1,77,8,3,1,657.88696404
2,1,6,1,1,250.0,30.0,3,9,1,77,2,6,77,1,1043.1260186
2,1,7,1,1,200.0,0.0,3,9,1,77,2,7,77,1,1237.2040902
2,1,7,1,1,150.0,18.0,1,2,77,77,77,8,77,1,56.538982314
1,2,7,1,1,187.45582981090902,84.03439854651869,1,5,77,77,77,5,77,1,40.414232465
1,2,6,2,1,600.0,300.0,3,9,1,77,2,3,77,1,100.52497169
1,1,6,2,1,185.0,185.0,3,9,2,77,3,1,77,1,54.391850865
2,1,6,1,1,200.0,200.0,1,3,77,77,77,7,77,1,87.829654772
2,1,7,1,2,40.0,6.0,2,2,77,1,77,1,3,1,133.76810475
2,1,7,1,1,200.0,50.0,2,3,77,1,77,8,3,1,55.806555255
2,2,7,1,1,350.0,0.0,3,4,1,77,2,8,77,1,435.06682828
2,1,6,1,2,150.0,100.0,3,4,1,77,2,8,77,1,784.69694109
2,2,4,1,2,400.0,100.0,3,6,1,77,2,3,77,1,174.83785779
1,2,7,1,2,100.0,100.0,1,3,77,77,77,5,77,1,95.65147396
2,1,7,1,3,120.0,60.0,2,2,77,1,77,7,3,1,151.716277
2,2,7,1,1,100.0,50.0,2,8,77,1,77,6,3,1,80.389594947
1,1,4,1,3,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,234.07046623
2,1,6,1,1,350.0,50.0,2,2,77,1,77,8,3,1,40.414232465
2,1,4,1,1,100.0,50.0,3,3,1,77,2,4,77,1,115.89084824
2,1,7,1,1,80.0,0.0,3,6,1,77,2,6,77,1,40.414232465
1,2,7,1,2,250.0,300.0,2,2,77,1,77,6,3,1,107.8796218
2,2,7,1,1,140.0,0.0,2,4,77,1,77,3,3,1,80.389594947
2,2,7,2,1,800.0,400.0,3,3,1,77,2,1,77,1,140.83504915
2,1,4,1,1,500.0,300.0,1,4,77,77,77,7,77,1,88.60840646
2,1,5,1,1,200.0,50.0,3,9,1,77,2,6,77,1,115.89084824
2,2,7,1,1,180.0,94.0,2,2,77,1,77,8,3,1,40.414232465
1,1,3,1,1,0.0,44.187175247122255,1,4,77,77,77,5,77,1,1160.1874243
1,1,7,1,1,95.0,0.0,3,8,1,77,2,4,77,1,68.094076165
2,2,7,1,2,200.0,100.0,2,2,77,1,77,8,3,1,74.386360892
1,1,7,1,1,125.0,0.0,3,9,1,77,2,3,77,1,56.538982314
2,1,7,1,1,200.0,100.0,2,3,77,1,77,8,3,1,55.806555255
1,2,7,1,2,150.0,22.0,1,3,77,77,77,5,77,1,107.8796218
1,2,7,1,1,150.0,0.0,1,2,77,77,77,7,77,1,56.538982314
2,1,4,1,2,125.0,90.0,2,4,77,1,77,6,3,1,204.64892199
1,1,4,1,2,60.0,55.0,2,3,77,1,77,7,3,1,174.83785779
2,1,7,1,1,100.0,50.0,3,9,1,77,2,6,77,1,57.77454569
1,2,4,2,1,150.0,0.0,3,3,2,77,2,3,77,1,119.25440459
2,1,7,1,1,200.0,200.0,2,3,77,1,77,8,3,1,87.829654772
2,1,7,1,1,150.0,275.0,2,3,77,1,77,8,3,1,117.78145411
1,2,6,1,3,100.0,50.0,2,3,77,1,77,5,3,1,151.716277
1,1,5,1,2,187.45582981090902,84.03439854651869,1,4,77,77,77,5,77,1,232.13375704
2,2,7,1,1,100.0,40.0,1,2,77,77,77,5,77,1,56.538982314
2,2,1,2,2,12.0,500.0,1,3,77,77,77,6,77,1,420.19404469
1,2,6,1,1,100.0,40.0,3,7,1,77,2,3,77,1,57.77454569
2,1,4,1,2,250.0,30.0,2,3,77,1,77,5,3,1,209.71633423
2,1,7,1,1,250.0,50.0,3,9,1,77,2,5,77,1,68.094076165
1,1,4,1,2,187.45582981090902,84.03439854651869,1,4,77,77,77,5,77,1,209.71633423
1,1,6,1,2,120.0,50.0,2,2,77,1,77,6,3,1,810.23292954
2,1,7,1,2,60.0,40.0,2,3,77,1,77,6,3,1,856.16441642
2,2,7,1,1,187.45582981090902,84.03439854651869,1,2,77,77,77,5,77,1,52.742529497
2,1,7,1,1,200.0,100.0,2,2,77,1,77,7,3,1,87.829654772
2,1,6,1,1,150.0,100.0,3,8,1,77,2,7,77,1,55.157586462
2,1,7,1,1,75.0,75.0,2,4,77,1,77,8,3,1,51.796716957
2,2,4,1,2,150.0,0.0,4,3,77,77,77,1,77,1,204.64892199
1,2,3,1,2,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,549.59231247
2,1,7,1,1,200.0,150.0,3,3,1,77,2,5,77,1,93.047593504
1,2,6,1,1,172.68038087888817,49.0,3,2,1,77,2,7,77,1,93.047593504
1,2,7,1,2,500.0,50.0,3,4,2,77,1,1,77,1,95.65147396
2,1,7,1,1,200.0,50.0,2,9,77,1,77,8,3,1,40.414232465
1,2,4,1,2,300.0,45.0,3,5,1,77,2,4,77,1,209.71633423
2,2,4,2,2,187.45582981090902,84.03439854651869,1,3,77,77,77,5,77,1,164.55688196
2,1,7,1,1,200.0,100.0,1,3,77,77,77,8,77,1,87.829654772
2,2,7,1,1,300.0,0.0,1,2,77,77,77,8,77,1,56.538982314
2,1,6,1,2,150.0,150.0,2,7,77,1,77,5,3,1,108.61604004
2,2,7,1,1,100.0,100.0,1,9,77,77,77,6,77,1,80.389594947
2,1,7,1,1,200.0,400.0,2,6,77,1,77,7,3,1,59.593300091
2,1,6,1,3,40.0,70.0,3,9,1,77,2,6,77,1,153.13061592
